,Matchplayed,tpoints,mostpoints,notout,traids,successraidspercent,noofsuperraids,super10,traidpoints,avgraidpointspermatch,supertackle,high5s,totaltacklepoints,avgtackperm,totaltackle,totalstrike,name,team,year,successtackles,successtacklepercent,successfulraid,raidrating,tacklerating
279,24.0,58.0,7.0,96.77,31.0,3.22,0.0,0.0,1.0,0.04,2.0,3.0,57.0,2.29,101.0,56.43,sunilkumargf,gf,2017.0,55.0,54.45544554455446,0.9982000000000001,65,8
692,24.0,57.0,9.0,81.81,11.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,57.0,2.25,99.0,57.57,fazel,mumba,2017.0,54.0,54.54545454545454,0.0,68,9
121,22.0,58.0,10.0,100.0,2.0,50.0,0.0,0.0,1.0,0.04,5.0,3.0,57.0,2.36,113.0,50.44,mahenders,bb,2017.0,52.0,46.017699115044245,1.0,58,10
754,21.0,85.0,9.0,93.16,117.0,28.2,1.0,0.0,33.0,1.57,3.0,1.0,52.0,2.33,102.0,50.98,sandeepmumba,mumba,2017.0,49.0,48.03921568627451,32.994,32,11
197,19.0,54.0,7.0,83.33,6.0,33.33,0.0,0.0,2.0,0.1,3.0,3.0,52.0,2.57,104.0,50.0,ravinderpahal,dabang,2017.0,49.0,47.11538461538461,1.9997999999999998,57,12
636,23.0,64.0,7.0,81.48,27.0,44.44,0.0,0.0,12.0,0.52,3.0,2.0,52.0,2.13,112.0,46.42,ransingh,tn,2017.0,49.0,43.75,11.9988,42,13
766,19.0,47.0,5.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,47.0,2.42,91.0,51.64,niteshk,UP,2017.0,46.0,50.54945054945055,0.0,69,14
624,15.0,52.0,9.0,68.96,29.0,17.24,0.0,0.0,5.0,0.33,1.0,3.0,47.0,3.06,85.0,55.29,manjeetchhil,tn,2017.0,46.0,54.11764705882353,4.9996,49,15
271,24.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,48.0,1.83,89.0,53.93,parvesh,gf,2017.0,44.0,49.43820224719101,0.0,80,16
48,22.0,44.0,5.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,44.0,1.68,104.0,42.3,jeevak,bw,2017.0,37.0,35.57692307692308,0.0,67,17
185,26.0,39.0,6.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,39.0,1.38,113.0,34.51,vishalmane,dabang,2017.0,36.0,31.858407079646017,0.0,79,18
612,20.0,42.0,7.0,88.88,9.0,33.33,0.0,0.0,3.0,0.15,4.0,2.0,39.0,1.75,83.0,46.98,mohitchi,tn,2017.0,35.0,42.168674698795186,2.9997,53,19
233,19.0,64.0,7.0,89.15,83.0,32.53,1.0,0.0,27.0,1.42,3.0,1.0,37.0,1.78,83.0,44.57,vijaydd,dabang,2017.0,34.0,40.963855421686745,26.999900000000004,35,20
217,17.0,39.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,39.0,1.94,84.0,46.42,sombirdd,dabang,2017.0,33.0,39.285714285714285,0.0,76,21
666,20.0,36.0,8.0,93.75,16.0,6.25,0.0,0.0,1.0,0.05,5.0,1.0,35.0,1.5,83.0,42.16,carun,telugu,2017.0,30.0,36.144578313253014,1.0,59,22
558,17.0,33.0,6.0,90.0,10.0,10.0,0.0,0.0,1.0,0.05,3.0,3.0,32.0,1.7,62.0,51.61,sagerpune,pune,2017.0,29.0,46.774193548387096,1.0,62,23
458,19.0,49.0,6.0,79.22,77.0,24.67,1.0,0.0,19.0,1.0,1.0,1.0,30.0,1.52,54.0,55.55,monupat,patna,2017.0,29.0,53.70370370370371,18.995900000000002,36,24
336,23.0,30.0,4.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,1.21,68.0,44.11,ravihas,hs,2017.0,28.0,41.17647058823529,0.0,85,25
470,18.0,35.0,4.0,78.26,23.0,26.08,0.0,0.0,6.0,0.33,3.0,0.0,29.0,1.44,69.0,42.02,jawaharpat,patna,2017.0,26.0,37.68115942028986,5.998399999999999,47,26
293,18.0,25.0,4.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,1.33,64.0,39.06,dharmarajc,hs,2017.0,24.0,37.5,0.0,82,27
688,18.0,28.0,4.0,61.11,18.0,33.33,0.0,0.0,6.0,0.33,0.0,0.0,22.0,1.22,54.0,40.74,farad,telugu,2017.0,22.0,40.74074074074074,5.9994,45,28
424,21.0,85.0,14.0,81.08,148.0,43.91,4.0,2.0,65.0,3.09,1.0,0.0,20.0,0.9,52.0,38.46,nitinraw,jaipur,2017.0,19.0,36.53846153846153,64.98679999999999,23,29
70,13.0,22.0,7.0,100.0,8.0,12.5,0.0,0.0,1.0,0.07,4.0,1.0,21.0,1.3,34.0,61.76,rinku,bw,2017.0,17.0,50.0,1.0,60,30
476,16.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,1.06,55.0,36.36,oshtorakpat,patna,2017.0,17.0,30.909090909090907,0.0,94,31
285,13.0,16.0,3.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.23,49.0,32.65,pankajgf,gf,2017.0,16.0,32.6530612244898,0.0,81,32
60,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.84,52.0,30.76,viraj,bw,2017.0,16.0,30.76923076923077,0.0,66,33
420,12.0,16.0,6.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,1.25,44.0,36.36,sunilsid,jaipur,2017.0,15.0,34.090909090909086,0.0,89,34
428,10.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,31.0,48.38,santhapanaselvam,jaipur,2017.0,15.0,48.38709677419355,0.0,90,35
139,20.0,32.0,6.0,75.71,70.0,24.28,0.0,0.0,17.0,0.85,1.0,1.0,15.0,0.7,49.0,30.61,ashishkumar,bb,2017.0,14.0,28.57142857142857,16.996000000000002,39,36
602,18.0,30.0,4.0,86.53,104.0,15.38,0.0,0.0,16.0,0.88,1.0,0.0,14.0,0.72,41.0,34.14,vineetsh,tn,2017.0,13.0,31.70731707317073,15.9952,40,37
267,24.0,173.0,14.0,75.93,295.0,53.89,2.0,7.0,159.0,6.62,1.0,0.0,14.0,0.54,25.0,56.0,sachintan,gf,2017.0,13.0,52.0,158.97549999999998,10,38
370,24.0,186.0,17.0,78.88,360.0,47.77,8.0,7.0,172.0,7.16,1.0,0.0,14.0,0.54,34.0,41.17,deepakhooda,jaipur,2017.0,13.0,38.23529411764706,171.972,7,39
462,17.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.7,49.0,26.53,neerajpat,patna,2017.0,12.0,24.489795918367346,0.0,92,40
77,22.0,231.0,32.0,80.38,418.0,52.39,1.0,12.0,219.0,9.95,1.0,0.0,12.0,0.5,27.0,44.44,rohitkumar,bb,2017.0,11.0,40.74074074074074,218.99020000000002,2,41
790,19.0,98.0,13.0,74.7,170.0,50.58,2.0,2.0,86.0,4.52,2.0,0.0,12.0,0.52,22.0,54.54,shrinkant,UP,2017.0,10.0,45.45454545454545,85.986,17,42
772,26.0,202.0,12.0,78.63,365.0,52.32,4.0,9.0,191.0,7.34,1.0,0.0,11.0,0.38,35.0,31.42,monug,UP,2017.0,10.0,28.57142857142857,190.968,4,43
564,22.0,222.0,20.0,81.57,407.0,52.33,3.0,12.0,213.0,9.68,0.0,0.0,9.0,0.4,25.0,36.0,ajaytak,tn,2017.0,9.0,36.0,212.98309999999998,3,44
578,22.0,193.0,17.0,81.06,412.0,44.66,5.0,8.0,184.0,8.36,0.0,0.0,9.0,0.4,33.0,27.27,rahulchau,tn,2017.0,9.0,27.27272727272727,183.99919999999997,6,45
716,17.0,74.0,11.0,79.39,165.0,39.39,1.0,1.0,65.0,3.82,0.0,0.0,9.0,0.52,28.0,32.14,baliyan,mumba,2017.0,9.0,32.142857142857146,64.9935,22,46
289,21.0,48.0,8.0,72.0,75.0,45.33,2.0,0.0,34.0,1.61,5.0,0.0,14.0,0.42,21.0,66.66,vinodkgf,gf,2017.0,9.0,42.857142857142854,33.9975,30,47
508,20.0,177.0,18.0,86.23,327.0,51.07,7.0,7.0,167.0,8.35,1.0,0.0,10.0,0.45,30.0,33.33,nitintom,pune,2017.0,9.0,30.0,166.9989,8,48
161,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.12,24.0,37.5,joginder,dabang,2017.0,9.0,37.5,0.0,83,49
223,20.0,104.0,14.0,82.53,292.0,32.87,3.0,2.0,96.0,4.8,0.0,0.0,8.0,0.4,37.0,21.62,merajdd,dabang,2017.0,8.0,21.62162162162162,95.98039999999999,14,50
101,19.0,41.0,8.0,74.79,123.0,26.82,0.0,0.0,33.0,1.73,0.0,0.0,8.0,0.42,29.0,27.58,vinodk,bb,2017.0,8.0,27.586206896551722,32.9886,33,51
249,9.0,24.0,7.0,78.37,37.0,45.94,1.0,0.0,17.0,1.88,0.0,0.0,7.0,0.77,20.0,35.0,gurvinder,gf,2017.0,7.0,35.0,16.997799999999998,37,52
532,4.0,8.0,4.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.75,19.0,42.1,depakya,pune,2017.0,7.0,36.84210526315789,0.0,77,53
362,5.0,8.0,6.0,0.0,1.0,100.0,0.0,0.0,1.0,0.2,1.0,1.0,7.0,1.2,12.0,58.33,kuldeepsin,hs,2017.0,6.0,50.0,1.0,61,54
432,5.0,11.0,7.0,57.14,7.0,28.57,0.0,0.0,2.0,0.4,3.0,1.0,9.0,1.2,23.0,39.13,vishaljai,jaipur,2017.0,6.0,26.08695652173913,1.9999,56,55
536,9.0,9.0,2.0,41.66,12.0,33.33,0.0,0.0,4.0,0.44,0.0,0.0,5.0,0.55,23.0,21.73,haditak,pune,2017.0,5.0,21.73913043478261,3.9995999999999996,52,56
241,19.0,97.0,11.0,79.56,230.0,39.56,0.0,0.0,91.0,4.78,1.0,0.0,6.0,0.26,14.0,42.85,abolfazl,gf,2017.0,5.0,35.714285714285715,90.98800000000001,15,57
812,16.0,47.0,12.0,75.9,83.0,49.39,2.0,1.0,41.0,2.56,1.0,0.0,6.0,0.31,16.0,37.5,mohsenm,UP,2017.0,5.0,31.25,40.9937,26,58
396,21.0,105.0,11.0,83.8,247.0,39.67,2.0,3.0,98.0,4.66,2.0,0.0,7.0,0.23,18.0,38.88,nilesh,jaipur,2017.0,5.0,27.77777777777778,97.9849,13,59
778,21.0,170.0,28.0,75.73,305.0,54.09,12.0,5.0,165.0,7.85,1.0,0.0,5.0,0.19,16.0,31.25,rishank,UP,2017.0,4.0,25.0,164.9745,9,60
500,16.0,40.0,8.0,63.88,72.0,45.83,1.0,0.0,33.0,2.06,3.0,0.0,7.0,0.25,23.0,30.43,darshan,pune,2017.0,4.0,17.391304347826086,32.9976,31,61
486,13.0,13.0,5.0,76.0,25.0,40.0,1.0,0.0,10.0,0.76,0.0,0.0,3.0,0.23,9.0,33.33,jaglanpat,patna,2017.0,3.0,33.33333333333333,10.0,43,62
117,8.0,6.0,3.0,66.66,3.0,33.33,0.0,0.0,1.0,0.12,2.0,0.0,5.0,0.37,12.0,41.66,vijaykumar,bb,2017.0,3.0,25.0,0.9998999999999999,63,63
237,19.0,38.0,9.0,78.12,160.0,21.87,0.0,0.0,35.0,1.84,0.0,0.0,3.0,0.15,20.0,15.0,rogitgulia,gf,2017.0,3.0,15.0,34.992000000000004,28,64
12,21.0,192.0,17.0,82.01,367.0,51.77,6.0,9.0,190.0,9.04,0.0,0.0,2.0,0.09,13.0,15.38,maninder,bw,2017.0,2.0,15.384615384615385,189.9959,5,65
746,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.14,27.0,7.4,chang,mumba,2017.0,2.0,7.4074074074074066,0.0,75,66
263,6.0,16.0,6.0,66.66,45.0,31.11,0.0,0.0,14.0,2.33,0.0,0.0,2.0,0.33,3.0,66.66,moregb,gf,2017.0,2.0,66.66666666666666,13.999500000000001,41,67
384,16.0,87.0,11.0,77.54,187.0,45.45,1.0,4.0,85.0,5.31,0.0,0.0,2.0,0.12,10.0,20.0,deepaknar,jaipur,2017.0,2.0,20.0,84.9915,18,68
590,12.0,38.0,13.0,80.55,108.0,32.4,0.0,1.0,35.0,2.91,1.0,0.0,3.0,0.16,14.0,21.42,shabba,tn,2017.0,2.0,14.285714285714285,34.992,29,69
34,18.0,77.0,15.0,87.65,235.0,31.91,2.0,1.0,75.0,4.16,0.0,0.0,2.0,0.11,13.0,15.38,sukeshh,bw,2017.0,2.0,15.384615384615385,74.9885,20,70
800,18.0,70.0,11.0,73.28,131.0,51.9,2.0,2.0,68.0,3.77,0.0,0.0,2.0,0.11,23.0,8.69,surendersin,UP,2017.0,2.0,8.695652173913043,67.98899999999999,21,71
308,16.0,80.0,16.0,82.55,149.0,52.34,3.0,3.0,78.0,4.87,1.0,0.0,2.0,0.06,10.0,20.0,prashanth,hs,2017.0,1.0,10.0,77.98660000000001,19,72
209,5.0,1.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,3.0,33.33,anilkumardd,dabang,2017.0,1.0,33.33333333333333,0.0,95,73
528,11.0,36.0,7.0,70.88,79.0,44.3,0.0,0.0,35.0,3.18,0.0,0.0,1.0,0.09,7.0,14.28,sriram,pune,2017.0,1.0,14.285714285714285,34.997,27,74
74,5.0,6.0,3.0,56.0,25.0,20.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.2,2.0,50.0,Mayur,bw,2017.0,1.0,50.0,5.0,48,75
87,9.0,10.0,4.0,45.83,24.0,37.5,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.11,2.0,50.0,pawans,bb,2017.0,1.0,50.0,9.0,44,76
2,22.0,124.0,11.0,77.45,306.0,40.19,2.0,3.0,123.0,5.59,0.0,0.0,1.0,0.04,17.0,5.88,prapanjan,bw,2017.0,1.0,5.88235294117647,122.9814,11,77
20,6.0,18.0,6.0,85.71,56.0,30.35,1.0,0.0,17.0,2.83,0.0,0.0,1.0,0.16,3.0,33.33,rakeshn,bw,2017.0,1.0,33.33333333333333,16.996000000000002,38,78
346,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,vikaskale,hs,2017.0,0.0,0.0,0.0,86,79
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rajulal,bb,2017.0,0.0,0.0,0.0,91,80
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sandeep,bb,2017.0,0.0,0.0,0.0,88,81
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sanjaysh,bb,2017.0,0.0,0.0,0.0,84,82
133,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,amitsheoran,bb,2017.0,0.0,0.0,0.0,87,83
446,21.0,89.0,9.0,78.77,212.0,41.98,0.0,0.0,89.0,4.23,0.0,0.0,0.0,0.0,12.0,0.0,jangpat,patna,2017.0,0.0,0.0,88.9976,16,84
95,4.0,0.0,0.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sumits,bb,2017.0,0.0,0.0,0.0,78,85
706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,athul,mumba,2017.0,0.0,0.0,0.0,74,86
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dharmendra,bw,2017.0,0.0,0.0,0.0,72,87
660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suraj,telugu,2017.0,0.0,0.0,0.0,71,88
28,2.0,2.0,2.0,57.14,7.0,28.57,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ravindrak,bw,2017.0,0.0,0.0,1.9999,55,89
516,21.0,122.0,17.0,75.7,284.0,42.95,2.0,3.0,122.0,5.8,0.0,0.0,0.0,0.0,13.0,0.0,pawankumar,pune,2017.0,0.0,0.0,121.97800000000001,12,90
320,3.0,4.0,2.0,57.14,14.0,28.57,0.0,0.0,4.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,selvamani,hs,2017.0,0.0,0.0,3.9998,51,91
726,4.0,6.0,4.0,82.6,23.0,26.08,0.0,0.0,6.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,vinodk,mumba,2017.0,0.0,0.0,5.998399999999999,46,92
712,17.0,29.0,5.0,70.58,68.0,42.64,0.0,0.0,29.0,1.7,0.0,0.0,0.0,0.0,5.0,0.0,dongge,mumba,2017.0,0.0,0.0,28.9952,34,93
173,11.0,51.0,11.0,77.86,122.0,41.8,3.0,1.0,51.0,4.63,0.0,0.0,0.0,0.0,4.0,0.0,chandranranjit,dabang,2017.0,0.0,0.0,50.995999999999995,25,94
330,9.0,58.0,9.0,78.67,136.0,42.64,1.0,0.0,58.0,6.44,0.0,0.0,0.0,0.0,4.0,0.0,vikashk,hs,2017.0,0.0,0.0,57.9904,24,95
436,26.0,369.0,34.0,80.71,586.0,62.96,18.0,19.0,369.0,14.19,0.0,0.0,0.0,0.0,10.0,0.0,pardeepnar,patna,2017.0,0.0,0.0,368.94559999999996,1,96
406,16.0,53.0,6.0,0.0,2.0,100.0,0.0,0.0,2.0,0.12,4.0,3.0,51.0,2.93,89.0,57.3,amitjaipur,jaipur,2016.0,47.0,52.80898876404494,2.0,35,1
694,16.0,52.0,8.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,52.0,2.81,72.0,72.22,fazel,mumba,2016.0,45.0,62.5,0.0,41,2
614,14.0,50.0,8.0,87.5,8.0,37.5,0.0,0.0,3.0,0.21,3.0,4.0,47.0,3.14,87.0,54.02,mohitchi,tn,2016.0,44.0,50.57471264367817,3.0,32,3
626,12.0,68.0,11.0,75.32,77.0,31.16,1.0,0.0,24.0,2.0,1.0,5.0,44.0,3.58,73.0,60.27,manjeetchhil,tn,2016.0,43.0,58.9041095890411,23.9932,16,4
756,16.0,66.0,7.0,89.77,88.0,27.27,0.0,0.0,24.0,1.5,2.0,3.0,42.0,2.5,83.0,50.6,sandeepmumba,mumba,2016.0,40.0,48.19277108433735,23.9976,15,5
199,14.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,37.0,2.5,72.0,51.38,ravinderpahal,dabang,2016.0,35.0,48.61111111111111,0.0,45,6
414,12.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,2.91,67.0,52.23,sandeepdhull,jaipur,2016.0,35.0,52.23880597014925,0.0,53,7
492,14.0,37.0,5.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,37.0,2.35,73.0,50.68,surjeetpune,pune,2016.0,33.0,45.20547945205479,0.0,52,8
163,16.0,38.0,6.0,100.0,6.0,66.66,0.0,0.0,4.0,0.25,2.0,0.0,34.0,2.0,69.0,49.27,joginder,dabang,2016.0,32.0,46.3768115942029,3.9995999999999996,30,9
295,14.0,41.0,9.0,100.0,28.0,7.14,0.0,0.0,2.0,0.14,8.0,4.0,39.0,2.21,63.0,61.9,dharmarajc,hs,2016.0,31.0,49.2063492063492,1.9991999999999999,36,10
187,14.0,31.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,31.0,2.0,66.0,46.96,vishalmane,dabang,2016.0,28.0,42.42424242424242,0.0,44,11
638,16.0,33.0,4.0,100.0,9.0,55.55,0.0,0.0,5.0,0.31,1.0,0.0,28.0,1.68,62.0,45.16,ransingh,tn,2016.0,27.0,43.54838709677419,4.9995,29,12
50,14.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,1.71,62.0,41.93,jeevak,bw,2016.0,24.0,38.70967741935484,0.0,42,13
548,12.0,25.0,5.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,25.0,1.91,58.0,43.1,grishmaru,pune,2016.0,23.0,39.6551724137931,0.0,40,14
141,14.0,37.0,7.0,81.25,48.0,29.16,0.0,0.0,14.0,1.0,6.0,1.0,23.0,1.21,44.0,52.27,ashishkumar,bb,2016.0,17.0,38.63636363636363,13.9968,20,15
668,14.0,15.0,3.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,40.0,37.5,carun,telugu,2016.0,14.0,35.0,0.0,51,16
225,14.0,75.0,11.0,85.39,178.0,35.39,4.0,0.0,63.0,4.5,3.0,0.0,12.0,0.64,30.0,40.0,merajdd,dabang,2016.0,9.0,30.0,62.9942,6,17
478,7.0,13.0,5.0,0.0,1.0,100.0,0.0,0.0,1.0,0.14,3.0,1.0,12.0,1.28,21.0,57.14,oshtorakpat,patna,2016.0,9.0,42.857142857142854,1.0,39,18
560,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.54,16.0,37.5,sagerpune,pune,2016.0,6.0,37.5,0.0,50,19
592,12.0,35.0,10.0,90.0,100.0,24.0,1.0,0.0,24.0,2.0,5.0,1.0,11.0,0.5,19.0,57.89,shabba,tn,2016.0,6.0,31.57894736842105,24.0,14,20
79,14.0,100.0,11.0,77.77,234.0,39.74,3.0,1.0,93.0,6.64,1.0,0.0,7.0,0.42,16.0,43.75,rohitkumar,bb,2016.0,6.0,37.5,92.9916,4,21
682,2.0,7.0,5.0,100.0,1.0,100.0,0.0,0.0,1.0,0.5,0.0,0.0,6.0,3.0,15.0,40.0,bharad,telugu,2016.0,6.0,40.0,1.0,37,22
448,11.0,65.0,13.0,76.66,120.0,50.83,2.0,2.0,61.0,5.54,0.0,0.0,4.0,0.36,17.0,23.52,jangpat,patna,2016.0,4.0,23.52941176470588,60.995999999999995,8,23
372,16.0,130.0,17.0,85.92,277.0,45.48,2.0,2.0,126.0,7.87,0.0,0.0,4.0,0.25,28.0,14.28,deepakhooda,jaipur,2016.0,4.0,14.285714285714285,125.97959999999999,3,24
580,16.0,150.0,18.0,86.15,325.0,44.92,6.0,7.0,146.0,9.12,1.0,0.0,4.0,0.18,11.0,36.36,rahulchau,tn,2016.0,3.0,27.27272727272727,145.99,1,25
273,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.42,17.0,17.64,parvesh,gf,2016.0,3.0,17.647058823529413,0.0,58,26
774,13.0,63.0,11.0,75.59,168.0,35.11,0.0,0.0,59.0,4.53,1.0,0.0,4.0,0.23,13.0,30.76,monug,UP,2016.0,3.0,23.076923076923077,58.98479999999999,10,27
472,6.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,12.0,16.66,jawaharpat,patna,2016.0,2.0,16.666666666666664,0.0,49,28
211,4.0,2.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,7.0,28.57,anilkumardd,dabang,2016.0,2.0,28.57142857142857,0.0,46,29
802,11.0,11.0,3.0,58.13,43.0,20.93,0.0,0.0,9.0,0.81,0.0,0.0,2.0,0.18,8.0,25.0,surendersin,UP,2016.0,2.0,25.0,8.9999,23,30
103,9.0,20.0,5.0,77.04,61.0,31.14,0.0,0.0,19.0,2.11,0.0,0.0,1.0,0.11,6.0,16.66,vinodk,bb,2016.0,1.0,16.666666666666664,18.9954,19,31
538,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,haditak,pune,2016.0,1.0,100.0,0.0,54,32
566,16.0,64.0,12.0,78.06,155.0,40.64,5.0,1.0,63.0,3.93,0.0,0.0,1.0,0.06,8.0,12.5,ajaytak,tn,2016.0,1.0,12.5,62.992,7,33
398,15.0,62.0,10.0,75.53,139.0,43.88,1.0,1.0,61.0,4.06,0.0,0.0,1.0,0.06,10.0,10.0,nilesh,jaipur,2016.0,1.0,10.0,60.99320000000001,9,34
510,12.0,34.0,7.0,74.1,112.0,29.46,1.0,0.0,33.0,2.75,0.0,0.0,1.0,0.08,8.0,12.5,nitintom,pune,2016.0,1.0,12.5,32.9952,12,35
